#,都道府県ID,都道府県,所在地,マンション名,管理組合名,管理組合設立予定年月,組合ホームページ,敷地面積,敷地権利形態,建築面積 ／ 延べ面積,専有部分の構成,専有部分の合計床面積,建物構造／階数,新築年月日,集会室,管理事務室,昇降機,敷地内駐車場,自転車／バイク置場等,ブロードバンド対応,TV共同視聴設備,防犯カメラ,オートロック,宅配ロッカー,地震対策,断熱対策,バリアフリー,住宅性能評価書（設計時）,住宅性能評価書（建設時）,既存住宅性能評価書,売主,設計者,工事管理者,施工業者
130,13,東京都,東京都板橋区中丸町12-4,オークレジデンス,オークレジデンス管理組合 おーくれじでんすかんりくみあい,管理組合の自己紹介を見る,－,962.75 ㎡,所有権,668.09 ㎡ ／ 6311 ㎡,住宅：６６ 戸 ／ 非住宅：３ 区画,住宅： 3487.67 ㎡ ／ 非住宅： 1387.34 ㎡ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１４階 、地下１階,1975年1月30日,あり,あり,２基,平置式：３台,自転車：６０台／バイク：２台,FTTH方式、VDSL方式、CATV方式,CATV、BS、地上波デジタル,あり,なし,なし,－,－,"その他（用語解説の""バリアフリー""を参照下さい）",－,－,－,株式会社三起,株式会社伸建築事務所,三延産業株式会社,フジタ工業株式会社
131,13,東京都,東京都目黒区碑文谷2-21-6,キャッスル共進,キャッスル共進管理組合 きゃっするきょうしんかんりくみあい,管理組合の自己紹介を見る,－,3329.3 ㎡,所有権,2023.1 ㎡ ／ 21383.68 ㎡,住宅：１５６ 戸 ／ 非住宅：－,住宅： 12429.89 ㎡ ／ 非住宅：－ （登記簿面積）,鉄骨鉄筋コンクリート／ 地上１５階 、地下１階,1972年12月31日,なし,あり,２基,平置式：３８台,自転車：１２０台／バイク：１０台,VDSL方式,CATV、BS、地上波デジタル,あり,あり,なし,－,－,－,－,－,－,株式会社共進,三菱地所設計株式会社,－,清水建設株式会社
132,13,東京都,東京都新宿区新宿7-3-35,クリオ新宿戸山壱番館,クリオ新宿戸山壱番館管理組合 くりおしんじゅくとやまいちばんかんかんりくみあい,－,－,2193.46 ㎡,所有権,964.52 ㎡ ／ 7847.2 ㎡,住宅：８２ 戸 ／ 非住宅：０ 区画,住宅： 6674.1 ㎡ ／ 非住宅： 0 ㎡ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１１階,2001年6月25日,あり,あり,２基,平置式：１台、機械式：３１台,自転車：８２台／バイク：６台,－,－,－,－,－,－,－,－,－,－,－,明和地所株式会社,有限会社福家設計事務所,有限会社福家設計事務所,株式会社奥村組 東京支店
133,13,東京都,東京都江東区新砂3-4-43,グランエスタ,グランエスタ管理組合 ぐらんえすたかんりくみあい,－,－,17693.52 ㎡,所有権,8601.5 ㎡ ／ 68108.14 ㎡,住宅：６７１ 戸 ／ 非住宅：０ 区画,住宅：－ ／ 非住宅：－ （壁芯面積）,－／ 地上２０階 、地下１階,2015年12月1日,あり,あり,－,平置式：６０台、立体自走式：３７９台,自転車：１３４２台／バイク：４４台,－,－,－,－,－,－,－,－,－,－,－,トータルハウジング株式会社、東京建物株式会社、平和不動産株式会社,－,－,戸田建設株式会社
134,13,東京都,東京都文京区千石2-19-15,グランツオーベル千石,グランツオーベル千石管理組合 ぐらんつおーべるせんごくかんりくみあい,－,－,2402.08 ㎡,所有権,1128.03 ㎡ ／ 4877.12 ㎡,住宅：４７ 戸 ／ 非住宅：０ 区画,住宅： 3869.9 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上５階,1998年12月22日,なし,あり,２基,機械式：３１台,自転車：８５台／バイク：３台,VDSL方式,CATV、CS、BS,あり,あり,あり,－,－,－,－,－,－,有楽土地株式会社,－,－,西松建設株式会社
135,13,東京都,東京都大田区石川町2-7-9,グリーンヒル洗足池,グリーンヒル洗足池管理組合 ぐりーんひるせんぞくいけかんりくみあい,－,－,582.76 ㎡,所有権,485.84 ㎡ ／ 1723.67 ㎡,住宅：２２ 戸 ／ 非住宅：２ 区画,住宅： 1244.12 ㎡ ／ 非住宅： 378.2 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上６階 、地下１階,1985年4月7日,なし,あり,１基,なし,自転車：２３台,VDSL方式,CATV、CS、BS、地上波デジタル,なし,なし,なし,－,－,－,－,－,－,株式会社サンエイト,東興建設一級建築士事務所,株式会社U＆A建築設計事務所,六合建設株式会社 東京支店
136,13,東京都,東京都港区高輪1-1-11,グレイス魚籃坂,グレイス魚籃坂管理組合 ぐれいすぎょらんざかかんりくみあい,管理組合の自己紹介を見る,－,954.71 ㎡,所有権,585.09 ㎡ ／ 4273 ㎡,住宅：６０ 戸 ／ 非住宅：４ 区画,住宅： 3770 ㎡ ／ 非住宅： 300.23 ㎡ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１１階,1981年11月30日,なし,あり,１基,平置式：３台、機械式：６台,自転車：５０台／バイク：４台,VDSL方式,CATV、CS、BS、地上波デジタル,あり,なし,あり,－,－,－,－,－,－,福島交通販売株式会社,一級建築士事務所 中央構匠㈱,一級建築士事務所 中央構匠㈱,㈱新井組 東京支店
137,13,東京都,東京都港区西麻布4-14-23,グローリオ麻布霞町,グローリオ麻布霞町管理組合 ぐろーりおあざぶかすみちょうかんりくみあい,－,－,2819.21 ㎡,所有権,1614.87 ㎡ ／ 10173.1 ㎡,住宅：６４ 戸 ／ 非住宅：－,住宅： 6620.3 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上８階 、地下１階,2003年2月27日,なし,あり,２基,平置式：７台、機械式：５２台,自転車：６５台／バイク：８台,構内LAN方式,CATV、CS、BS,あり,あり,あり,－,－,－,あり,－,－,セコムホームライフ株式会社,株式会社アーキドラマ,株式会社アーキドラマ,大成建設株式会社
138,13,東京都,東京都大田区東六郷ニ丁目4番5号,コープ野村東六郷,コープ野村東六郷管理組合 こーぷのむらひがしろくごうかんりくみあい,管理組合の自己紹介を見る,－,3126.02 ㎡,所有権,1184.34 ㎡ ／ 6224.96 ㎡,住宅：９０ 戸 ／ 非住宅：－,住宅： 5748.6 ㎡ ／ 非住宅：－ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上８階,1982年7月9日,あり,あり,１基,平置式：６２台,自転車：１５０台／バイク：１２台,CATV方式,CATV、CS、BS、地上波デジタル,あり,なし,なし,－,－,－,－,－,－,野村不動産株式会社,野村不動産株式会社,株式会社長谷工工務店,株式会社長谷工工務店
139,13,東京都,東京都江東区北砂1-11-1,コーポ小名木川,コーポ小名木川管理組合法人 こーぽおなぎがわかんりくみあいほうじん,管理組合の自己紹介を見る,－,993.52 ㎡,所有権,597.48 ㎡ ／ 3422.14 ㎡,住宅：４８ 戸 ／ 非住宅：３ 区画,住宅： 2413.49 ㎡ ／ 非住宅： 396.17 ㎡ （登記簿面積）,鉄筋コンクリート／ 地上８階,1976年12月15日,あり,あり,１基,平置式：８台,－,VDSL方式,BS,なし,なし,なし,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,－,㈱全設計事務所,㈱全設計事務所,㈱辰村組
140,13,東京都,東京都東大和市桜が丘2-224-1,コスモ・ザ・パークス玉川上水,コスモ・ザ・パークス玉川上水管理組合 こすも・ざ・ぱーくすたまがわじょうすいかんりくみあい,管理組合の自己紹介を見る,－,10110.59 ㎡,所有権,2971.98 ㎡ ／ 21458.23 ㎡,住宅：２７１ 戸 ／ 非住宅：－,住宅： 19600.86 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上１１階,1999年1月14日,あり,あり,３基,平置式：３３台、機械式：１８８台,自転車：５５５台／バイク：４３台,VDSL方式、CATV方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,－,－,－,－,株式会社リクルートコスモス,株式会社長谷川建築企画一級建築士事務所,株式会社長谷川建築企画一級建築士事務所,福田建設株式会社
141,13,東京都,東京都葛飾区東堀切2-27-14,コスモお花茶屋弐番館,コスモお花茶屋弐番館管理組合 こすもおはなぢゃやにばんかんかんりくみあい,管理組合の自己紹介を見る,－,1550.41 ㎡,所有権,725.71 ㎡ ／ 3222.02 ㎡,住宅：３３ 戸 ／ 非住宅：－,住宅： 2841.03 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上６階,1988年10月7日,あり,あり,１基,平置式：１２台,自転車：５２台,VDSL方式,CATV、BS、地上波デジタル,あり,なし,なし,－,－,－,－,－,－,株式会社リクルートコスモス,株式会社三輪設計事務所,株式会社三輪設計事務所,株式会社三浦工務店
142,13,東京都,東京都八王子市子安町1丁目32番17号,コスモレジデンス八王子,コスモレジデンス八王子管理組合 こすもれじでんすはちおうじかんりくみあい,－,－,1349.78 ㎡,所有権,700.33 ㎡ ／ 4022.02 ㎡,住宅：４３ 戸 ／ 非住宅：０ 区画,住宅： 3282.04 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上１０階,2006年10月25日,なし,あり,１基,平置式：３台、機械式：２０台,バイク：５台,FTTH方式、VDSL方式、CATV方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,制震構造,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： －,あり,－,－,株式会社 コスモスイニシア,株式会社 三輪設計事務所,株式会社 三輪設計事務所,株式会社 清水組
143,13,東京都,東京都墨田区文花2-17-1,コスモ亀戸文花,コスモ亀戸文花管理組合 こすもかめいどぶんかかんりくみあい,管理組合の自己紹介を見る,－,2155 ㎡,所有権,861.69 ㎡ ／ 3429.14 ㎡,住宅：４３ 戸 ／ 非住宅：－,住宅： 2681.85 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上４階 、地下１階,1989年3月27日,あり,あり,１基,平置式：１３台,自転車：８１台／バイク：６台,CATV方式,CATV、BS、地上波デジタル,あり,あり,なし,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,株式会社リクルートコスモス,有限会社都平企画設計事務所,有限会社都平企画設計事務所,三平建設株式会社
144,13,東京都,東京都板橋区小茂根1-17-12,コスモ小竹向原アーバンフォルム,コスモ小竹向原アーバンフォルム管理組合 こすもこたけむかいはらあーばんふぉるむかんりくみあい,－,－,772.94 ㎡,所有権,320.42 ㎡ ／ 1557.82 ㎡,住宅：２３ 戸 ／ 非住宅：－,住宅： 1442.51 ㎡ ／ 非住宅：－ （登記簿面積）,鉄筋コンクリート／ 地上６階,1999年3月8日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
145,13,東京都,東京都目黒区目黒四丁目14番16号,サンクタス目黒大塚山,サンクタス目黒大塚山管理組合 さんくたすめぐろおおつかやまかんりくみあい,－,－,3254.02 ㎡,所有権,1320.59 ㎡ ／ 5593.97 ㎡,住宅：６８ 戸 ／ 非住宅：０ 区画,住宅： 5032.95 ㎡ ／ 非住宅： 0 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上５階 、地下１階,2005年9月13日,なし,あり,１基,平置式：９台、機械式：３３台,自転車：１３８台／バイク：７台,－,－,－,－,－,－,－,－,－,－,－,オリックス・リアルエステート株式会社,青山あすなろ建設株式会社,青山あすなろ建設株式会社,青山あすなろ建設株式会社
146,13,東京都,東京都足立区青井１丁目15番8号,サンコーポ青井,サンコーポ青井管理組合法人 さんこーぽあおいかんりくみあいほうじん,管理組合の自己紹介を見る,－,396.7 ㎡,所有権,249.39 ㎡ ／ 688.41 ㎡,住宅：２１ 戸 ／ 非住宅：－,住宅： 639.31 ㎡ ／ 非住宅：－ （登記簿面積）,"その他（用語解説の""建物構造""を参照下さい）／ 地上４階",1979年3月9日,なし,なし,－,なし,自転車：１５台,FTTH方式,CATV、CS、BS、地上波デジタル,なし,なし,なし,－,－,－,－,－,－,丸一住宅株式会社,伊興建築設計株式会社,－,小倉建設株式会社
147,13,東京都,東京都大田区南馬込6-25-7,サンヴェール南馬込,サンヴェール南馬込管理組合 さんう゛ぇーるみなみまごめかんりくみあい,管理組合の自己紹介を見る,－,1213.78 ㎡,所有権,670.96 ㎡ ／ 3057.88 ㎡,住宅：３１ 戸 ／ 非住宅：－,住宅： 2517.31 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上６階 、地下１階,1998年11月27日,なし,あり,１基,平置式：１台、機械式：１４台,自転車：４９台／バイク：８台,VDSL方式,CS、BS、地上波デジタル,－,－,あり,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,大和土地建物株式会社、株式会社明豊エンタープライズ,株式会社安宅設計,株式会社安宅設計,株式会社熊谷組
148,13,東京都,東京都足立区中央本町1-18-14,ザ・ウインベル中央公園,ザ・ウインベル中央公園管理組合 ざ・ういんべるちゅうおうこうえんかんりくみあい,－,－,3594.75 ㎡,所有権,1408.06 ㎡ ／ 11425.35 ㎡,住宅：１２２ 戸 ／ 非住宅：０ 区画,住宅： 10284.26 ㎡ ／ 非住宅：－ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１２階,2000年1月1日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
149,13,東京都,東京都新宿区西新宿4丁目2-15,シティタワー新宿新都心,シティタワー新宿新都心管理組合 してぃたわーしんじゅくしんとしんかんりくみあい,－,－,2582.26 ㎡,所有権,834.99 ㎡ ／ 28272.48 ㎡,住宅：２６１ 戸 ／ 非住宅：１ 区画,住宅：－ ／ 非住宅：－,－／ 地上３６階 、地下２階,2005年2月2日,あり,あり,－,平置式：７台、機械式：１００台,自転車：３９３台／バイク：２５台,構内LAN方式,CS、BS、地上波デジタル,－,－,あり,－,－,－,－,－,－,住友不動産株式会社,清水建設株式会社,清水建設株式会社,清水建設株式会社
150,13,東京都,東京都文京区西片1-15-19,シャトー文京,シャトー文京管理組合法人 しゃとーぶんきょうかんりくみあいほうじん,－,－,1385.08 ㎡,所有権,748.53 ㎡ ／ 10366.33 ㎡,住宅：１１９ 戸 ／ 非住宅：２ 区画,住宅： 7545 ㎡ ／ 非住宅： 831.87 ㎡,鉄骨鉄筋コンクリート／ 地上１７階 、地下１階,1970年6月15日,なし,あり,２基,平置式：１５台,自転車：９０台,－,－,あり,なし,なし,－,－,－,－,－,－,－,－,－,－
151,13,東京都,東京都港区三田5-7-8,シャンボール三田,シャンボール三田管理組合 しゃんぼーるみたかんりくみあい,－,－,5663.12 ㎡,所有権,2767.14 ㎡ ／ 22411.9 ㎡,住宅：３２４ 戸 ／ 非住宅：３ 区画,住宅：－ ／ 非住宅：－,鉄骨鉄筋コンクリート／ 地上１３階,1978年10月31日,あり,あり,３基,平置式：６１台,自転車：２０１台／バイク：１０台,－,－,－,－,－,－,－,－,－,－,－,株式会社大蔵屋,株式会社ＧＥＮ建築設計事務所,株式会社ＧＥＮ建築設計事務所,清水建設株式会社
152,13,東京都,東京都江東区千石3-1-24,ジースクエア,ジースクエア管理組合 じーすくえあかんりくみあい,管理組合の自己紹介を見る,－,17117.04 ㎡,所有権,8029.06 ㎡ ／ 60647.12 ㎡,住宅：５９６ 戸 ／ 非住宅：－,住宅： 50535.05 ㎡ ／ 非住宅：－ （登記簿面積）,鉄骨鉄筋コンクリート／ 地上１９階,2000年2月14日,あり,あり,６基,平置式：５１台、機械式：３３９台,自転車：１００６台／バイク：５５台,VDSL方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,－,－,－,トータルハウジング株式会社、日商岩井株式会社、日商岩井不動産株式会社,株式会社長谷工コーポレーション エンジニアリング事業部,株式会社長谷工コーポレーション エンジニアリング事業部,大成建設株式会社
153,13,東京都,東京都文京区湯島三丁目31番1号,ストークマンション湯島,ストークマンション湯島自主管理組合 すとーくまんしょんゆしまじしゅかんりくみあい,－,－,114.6 ㎡,所有権,93.58 ㎡ ／ 681.3 ㎡,住宅：６ 戸 ／ 非住宅：３ 区画,住宅：－ ／ 非住宅：－,鉄骨鉄筋コンクリート／ 地上９階 、地下１階,1981年1月23日,なし,なし,１基,なし,なし,－,BS、地上波デジタル,あり,なし,なし,－,－,－,－,－,－,三和建物株式会社,三和建物株式会社,－,三和建物株式会社
154,13,東京都,東京都千代田区神田神保町3-6-2,セントラルレジデンス九段下シティタワー,セントラルレジデンス九段下シティタワー管理組合 せんとらるれじでんすくだんしたしてぃたわーかんりくみあい,－,－,547.36 ㎡,所有権,335.6 ㎡ ／ 3143.47 ㎡,住宅：５４ 戸 ／ 非住宅：０ 区画,住宅： 547.36 ㎡ ／ 非住宅：－ （登記簿面積）,鉄骨鉄筋コンクリート／ 地上１２階,2001年1月1日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
155,13,東京都,東京都北区滝野川7-6-10,ダイアパレスグランデージ板橋,ダイアパレスグランデージ板橋管理組合 だいあぱれすぐらんでーじいたばしかんりくみあい,－,－,892.72 ㎡,所有権,420.84 ㎡ ／ 4918.09 ㎡,住宅：７０ 戸 ／ 非住宅：３ 区画,住宅： 4150.67 ㎡ ／ 非住宅： 130.76 ㎡ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１３階 、地下１階,2000年3月4日,あり,あり,１基,平置式：１台、機械式：１８台,自転車：６６台／バイク：６台,－,－,－,－,－,－,－,－,－,－,－,ダイア建設株式会社,谷S+S建築設計事務所,谷S+S建築設計事務所,株式会社さとうベネック
156,13,東京都,東京都江戸川区東葛西7丁目2番3,ダイアパレス葛西,ダイアパレス葛西管理組合 だいあぱれすかさいかんりくみあい,管理組合の自己紹介を見る,－,1001.05 ㎡,所有権,425.28 ㎡ ／ 3499.83 ㎡,住宅：３９ 戸 ／ 非住宅：－,住宅：－ ／ 非住宅：－,鉄筋コンクリート／ 地上１１階,1997年3月24日,なし,あり,１基,平置式：１台、機械式：１６台,自転車：５４台／バイク：６台,FTTH方式,CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,ダイア建設株式会社,株式会社柳橋建築設計事務所,株式会社柳橋建築設計事務所,大和建設株式会社
157,13,東京都,東京都立川市曙町2-20-9,ダイアパレス立川,ダイアパレス立川管理組合 だいあぱれすたちかわかんりくみあい,管理組合の自己紹介を見る,－,1932.61 ㎡,所有権,923.6 ㎡ ／ 13579.83 ㎡,住宅：１３６ 戸 ／ 非住宅：－,住宅： 9923.85 ㎡ ／ 非住宅：－,鉄骨鉄筋コンクリート／ 地上２０階 、地下１階,1999年2月22日,あり,あり,２基,平置式：６台、機械式：８８台,自転車：１７４台／バイク：１２台,VDSL方式、CATV方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,外壁（外断熱）、開口部（複層ガラス）,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり 、その他：あり,－,－,－,ダイア建設株式会社,三井建設株式会社 一級建築事務所,三井建設株式会社 一級建築事務所,三井建設株式会社
158,13,東京都,東京都調布市布田2-12-2,ディークラディア調布,でぃーくらでぃあちょうふかんりくみあい ディークラディア調布管理組合,3月,－,2153.73 ㎡,所有権,1340.04 ㎡ ／ 6420.3 ㎡,住宅：７８ 戸 ／ 非住宅：－,住宅： 4598.71 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上８階,2008年3月27日,なし,あり,２基,平置式：3台、機械式：36台,自転車：１５６台／バイク：８台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,－,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,（株）アイエムエー都市建築研究所,（株）アイエムエー都市建築研究所,青木あすなろ建設（株）,,,
159,13,東京都,東京都文京区音羽2-5-3,ディアハイム音羽,ディアハイム音羽管理組合 でぃあはいむおとわかんりくみあい,－,－,1092.98 ㎡,所有権,785.68 ㎡ ／ 6753.68 ㎡,住宅：５１ 戸 ／ 非住宅：１ 区画,住宅： 4005.74 ㎡ ／ 非住宅： 365 ㎡ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１４階 、地下１階,1997年2月25日,なし,あり,２基,機械式：３６台,自転車：５１台／バイク：３台,VDSL方式,BS,あり,あり,あり,－,－,－,－,－,－,鹿島建設株式会社,㈱共和設計,鹿島建設㈱設計エンジニアリング総事業本部,鹿島建設㈱
160,13,東京都,東京都八王子市東中野228,ドラゴンマンション多摩学園都市伍番館,ドラゴンマンション多摩学園都市伍番館管理組合 どらごんまんしょんたまがくえんとしごばんかんかんりくみあい,管理組合の自己紹介を見る,http://www.assetlife.co.jp,4085 ㎡,所有権,1469.95 ㎡ ／ 9826.76 ㎡,住宅：１１５ 戸 ／ 非住宅：２ 区画,住宅： 8205.93 ㎡ ／ 非住宅： 331.1 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上９階 、地下２階,2000年2月29日,あり,あり,２基,平置式：３台、機械式：８０台,自転車：１２０台／バイク：２９台,VDSL方式,BS,あり,あり,あり,－,－,－,－,－,－,株式会社大地住販,日耕通商㈱一級建築士事務所（閉鎖）,日耕通商㈱一級建築士事務所（閉鎖）,細田・日本建設 共同企業体
161,13,東京都,東京都大田区多摩川2-24-10,ニックハイム多摩川,ニックハイム多摩川管理組合 にっくはいむたまがわかんりくみあい,管理組合の自己紹介を見る,－,3411.29 ㎡,所有権,1412.13 ㎡ ／ 7963.88 ㎡,住宅：１０８ 戸 ／ 非住宅：－,住宅： 6760.51 ㎡ ／ 非住宅：－ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１０階,1982年1月22日,あり,あり,２基,平置式：３８台,自転車：１８０台／バイク：２５台,VDSL方式,CATV、BS、地上波デジタル,あり,なし,なし,－,－,階段の手摺： あり 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,ナイス株式会社,株式会社アゼル,株式会社アゼル,株式会社アゼル
162,13,東京都,東京都中央区新川2-21-15,ニューハイツ八丁堀,ニューハイツ八丁堀管理組合 にゅーはいつはっちょうぼりかんりくみあい,－,－,－,所有権,565.72 ㎡ ／ 3983.93 ㎡,住宅：８６ 戸 ／ 非住宅：－,住宅：－ ／ 非住宅：－,鉄骨鉄筋コンクリート／ 地上１２階,1987年8月25日,なし,あり,１基,平置式：３台,自転車：５０台,－,－,あり,－,－,－,－,－,－,－,－,－,－,－,－
163,13,東京都,東京都荒川区荒川3-61-4,ハイシティ日暮里東,ハイシティ日暮里東管理組合 はいしてぃにっぽりひがしかんりくみあい,－,－,705.21 ㎡,所有権,474.94 ㎡ ／ 3756.92 ㎡,住宅：４５ 戸 ／ 非住宅：１２ 区画,住宅：－ ／ 非住宅：－ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１４階,1996年9月30日,あり,あり,１基,平置式：１台、機械式：１４台,自転車：９３台／バイク：１台,－,CATV,あり,あり,あり,－,－,－,－,－,－,常陸興業株式会社,共同設計株式会社,共同設計株式会社,飛島建設株式会社
164,13,東京都,東京都新宿区富久町9-11,ハイホーム本陣,ハイホーム本陣管理組合 はいほーむほんじんかんりくみあい,管理組合の自己紹介を見る,－,2616.17 ㎡,所有権,1624.72 ㎡ ／ 15526.46 ㎡,住宅：２１４ 戸 ／ 非住宅：３ 区画,住宅：－ ／ 非住宅：－,"その他（用語解説の""建物構造""を参照下さい）／ 地上１４階 、地下１階",1980年11月1日,あり,あり,２基,なし,自転車：５３台／バイク：２台,－,CATV、BS,あり,あり,なし,－,－,－,－,－,－,角栄建設（株）,（株）安掛・津嶋建築設計事務所,（株）安掛・津嶋建築設計事務所,東海興業（株）
165,13,東京都,東京都江戸川区南葛西五丁目11番15号,バームステージ葛西臨海公園,バームステージ葛西臨海公園管理組合 ばーむすてーじかさいりんかいこうえんかんりくみあい,－,－,1561.11 ㎡,所有権,825.75 ㎡ ／ 6141.93 ㎡,住宅：５３ 戸 ／ 非住宅：－,住宅： 4048.15 ㎡ ／ 非住宅：－,鉄筋コンクリート／ 地上７階 、地下１階,2000年2月16日,あり,あり,２基,機械式：４５台,自転車：１４５台／バイク：１０台,VDSL方式,BS、地上波デジタル,－,－,あり,－,－,－,－,－,－,株式会社丸増,株式会社ガイ・プランニング,株式会社ガイ・プランニング,株式会社長谷工コーポレーション
166,13,東京都,東京都江戸川区西葛西3丁目3-13,バームハイツ西葛西,バームハイツ西葛西管理組合 ばーむはいつにしかさいかんりくみあい,管理組合の自己紹介を見る,http://www.baumheights.com,5486.87 ㎡,所有権,2167.72 ㎡ ／ 16451.64 ㎡,住宅：２１７ 戸 ／ 非住宅：－,住宅： 15153.41 ㎡ ／ 非住宅：－ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１３階,1986年5月16日,あり,あり,３基,平置式：６台,自転車：２３９台／バイク：６台,VDSL方式,CS、BS、地上波デジタル,あり,なし,なし,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,株式会社丸増,株式会社長谷川工務店,株式会社長谷川工務店,株式会社長谷川工務店
167,13,東京都,東京都江東区猿江1-3-7,パーク・ノヴァ猿江恩賜公園,パーク・ノヴァ猿江恩賜公園管理組合 ぱーく・のう゛ぁさるえおんしこうえんかんりくみあい,管理組合の自己紹介を見る,－,938.35 ㎡,所有権,519.13 ㎡ ／ 2848.93 ㎡,住宅：３６ 戸 ／ 非住宅：３ 区画,住宅： 2217.32 ㎡ ／ 非住宅： 188.59 ㎡ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上９階,1990年9月13日,あり,あり,１基,平置式：３台、機械式：８台,自転車：１８台,VDSL方式,CATV、BS,あり,あり,なし,－,外壁（外断熱）,－,－,－,－,三井不動産株式会社,三井建設一級建築士事務所,－,三井建設株式会社
168,13,東京都,東京都大田区西嶺町29-5,パーク・ハイム西嶺町,パーク・ハイム西嶺町管理組合 ぱーく・はいむにしみねまちかんりくみあい,－,－,1462.67 ㎡,所有権,558.05 ㎡ ／ 1758.36 ㎡,住宅：１７ 戸 ／ 非住宅：０ 区画,住宅： 1552.91 ㎡ ／ 非住宅： 0 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上３階 、地下１階,1998年12月11日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
169,13,東京都,東京都千代田区富士見2-10-3,パークコート千代田富士見ザ タワー,パークコート千代田富士見ザ タワー管理組合 ぱーくこーとちよだふじみざ たわーかんりくみあい,－,－,4648.59 ㎡,所有権,4648.59 ㎡ ／ 68523.74 ㎡,住宅：５０５ 戸 ／ 非住宅：－,住宅： 36979.36 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上４０階 、地下２階,2014年3月27日,あり,あり,８基,平置式：２１台、機械式：２４０台,自転車：５１３台／バイク：３７台,－,－,－,－,－,－,－,－,－,－,－,三井不動産レジデンシャルサービス株式会社,日建設計・前田建設再開発JV,日建設計・前田建設再開発JV,前田建設工業株式会社
170,13,東京都,東京都千代田区神田神保町2丁目8番2,パークサイド九段,パークサイド九段管理組合 ぱーくさいどくだんかんりくみあい,－,－,313.45 ㎡,所有権,211.86 ㎡ ／ 1874.42 ㎡,住宅：６６ 戸 ／ 非住宅：１ 区画,住宅： 1581.64 ㎡ ／ 非住宅： 168.38 ㎡ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１１階,2001年3月29日,なし,あり,１基,なし,自転車：２８台,FTTH方式,CATV,あり,あり,あり,－,－,－,－,－,－,株式会社丸豊,株式会社野村設計,株式会社野村設計,松井建設株式会社
