#,都道府県ID,都道府県,所在地,マンション名,管理組合名,管理組合設立予定年月,組合ホームページ,敷地面積,敷地権利形態,建築面積 ／ 延べ面積,専有部分の構成,専有部分の合計床面積,建物構造／階数,新築年月日,集会室,管理事務室,昇降機,敷地内駐車場,自転車／バイク置場等,ブロードバンド対応,TV共同視聴設備,防犯カメラ,オートロック,宅配ロッカー,地震対策,断熱対策,バリアフリー,住宅性能評価書（設計時）,住宅性能評価書（建設時）,既存住宅性能評価書,売主,設計者,工事管理者,施工業者
281,14,神奈川県,神奈川県横浜市西区戸部町六丁目207-1,シャリエ横浜ベイグランデ,シャリエ横浜ベイグランデ管理組合 しゃりえよこはまべいぐらんでかんりくみあい,－,－,1381.71 ㎡,所有権,818.35 ㎡ ／ 7576.64 ㎡,住宅：９５ 戸 ／ 非住宅：２ 区画,住宅： 6530.92 ㎡ ／ 非住宅：－ （登記簿面積）,鉄骨鉄筋コンクリート／ 地上１１階 、地下１階,1997年3月22日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
282,14,神奈川県,神奈川県川崎市多摩区枡形6-18-1,ジェイパーク向ヶ丘メイプルハウス,ジェイパーク向ヶ丘メイプルハウス管理組合 じぇいぱーくむかいがおかめいぷるはうすかんりくみあい,－,－,3932.08 ㎡,所有権,2012.26 ㎡ ／ 9906.73 ㎡,住宅：８８ 戸 ／ 非住宅：２ 区画,住宅：－ ／ 非住宅：－,鉄筋コンクリート／ 地上６階 、地下１階,2003年3月31日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
283,14,神奈川県,神奈川県川崎市高津区二子3-13-1,スターロワイヤル二子多摩川,スターロワイヤル二子多摩川管理組合 すたーろわいやるふたこたまがわかんりくみあい,－,－,1905.56 ㎡,所有権,790.67 ㎡ ／ 4515.35 ㎡,住宅：５２ 戸 ／ 非住宅：０ 区画,住宅： 3854.33 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上６階 、地下１階,1999年1月29日,なし,あり,１基,平置式：３台、機械式：２０台,自転車：７５台／バイク：３台,VDSL方式,CATV、BS,－,－,あり,－,－,－,－,－,－,ヤオキ商事株式会社,株式会社井上建築企画研究所,株式会社井上建築企画研究所,株式会社三木組
284,14,神奈川県,神奈川県横浜市中区曙町3-42-1,ストークパレス横浜,ストークパレス横浜管理組合 すとーくぱれすよこはまかんりくみあい,－,－,258.64 ㎡,所有権,181.48 ㎡ ／ 1163.45 ㎡,住宅：１６ 戸 ／ 非住宅：１４ 区画,住宅： 671.64 ㎡ ／ 非住宅： 394.85 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上８階,1991年3月1日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
285,14,神奈川県,神奈川県横浜市磯子区磯子2-28-17,ストークマンション磯子壹番館,ストークマンション磯子壹番館管理組合 すとーくまんしょんいそごいちばんかんかんりくみあい,－,－,1230.67 ㎡,所有権,589.98 ㎡ ／ 2765.54 ㎡,住宅：３３ 戸 ／ 非住宅：－,住宅： 1854.6 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上５階 、地下１階,1993年1月13日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
286,14,神奈川県,神奈川県藤沢市片瀬2-2-5,ダイアパレス湘南片瀬山,ダイアパレス湘南片瀬山管理組合法人 だいあぱれすしょうなんかたせやまかんりくみあいほうじん,管理組合の自己紹介を見る,－,2390.95 ㎡,所有権,1172 ㎡ ／ 6184.32 ㎡,住宅：４０ 戸 ／ 非住宅：－,住宅： 4741.61 ㎡ ／ 非住宅：－ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上８階,1991年2月28日,あり,あり,２基,平置式：４４台,自転車：６０台／バイク：２台,VDSL方式,BS、地上波デジタル,あり,あり,なし,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり 、その他：あり,－,－,－,ダイア建設株式会社,株式会社エフ・アイ・オウ建築設計事務所,株式会社エフ・アイ・オウ建築設計事務所,大和建設株式会社
287,14,神奈川県,神奈川県川崎市川崎区鋼管通3-10-15,ダイアパレス川崎パークサイド,ダイアパレス川崎パークサイド管理組合 だいあぱれすかわさきぱーくさいどかんりくみあい,管理組合の自己紹介を見る,－,2164.13 ㎡,所有権,927.67 ㎡ ／ 4836.94 ㎡,住宅：６１ 戸 ／ 非住宅：０ 区画,住宅： 3928.89 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上７階 、地下１階,1996年2月27日,あり,あり,１基,平置式：１５台、機械式：３０台,自転車：１５８台／バイク：１６台,VDSL方式,CATV、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,ダイア建設株式会社,ランド・スペースコンサルティング株式会社 株式会社エフ・アイ・オウアソシエイツ,ランド・スペースコンサルティング株式会社 株式会社エフ・アイ・オウアソシエイツ,多田建設株式会社
288,14,神奈川県,神奈川県横浜市港北区新横浜2-18-19,ドメス新横浜,ドメス新横浜管理組合 どめすしんよこはまかんりくあい,管理組合の自己紹介を見る,－,688.42 ㎡,所有権,380.27 ㎡ ／ 5087.34 ㎡,住宅：６０ 戸 ／ 非住宅：－,住宅：－ ／ 非住宅：－ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１５階,2004年9月21日,あり,あり,１基,機械式：６０台,自転車：４０台／バイク：３台,なし,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,－,－,－,－,株式会社大関商事,株式会社時代設計一級建築士事務所,－,日広建設株式会社
289,14,神奈川県,神奈川県横浜市戸塚区品濃町535-2,ニューシティ東戸塚「タワーズシティ1ST」,ニューシティ東戸塚「タワーズシティ1ST」管理組合 にゅーしてぃひがしとつかたわーずしてぃ1STかんりくみあい,管理組合の自己紹介を見る,－,3155.9 ㎡,所有権,1989.34 ㎡ ／ 33504.81 ㎡,住宅：２０９ 戸 ／ 非住宅：１２ 区画,住宅： 21727.53 ㎡ ／ 非住宅： 857.76 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上２９階 、地下２階,1990年8月25日,あり,あり,４基,平置式：７８台,自転車：８８台／バイク：２８台,VDSL方式,BS,あり,あり,なし,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,株式会社熊谷組、日本ランディック株式会社,㈱久米建築事務所、㈱熊谷組一級建築士事務所,㈱熊谷組,㈱熊谷組
290,14,神奈川県,神奈川県川崎市幸区小倉1番地1,パークシティ新川崎 西二番街,パークシティ新川崎西二番街管理組合 ぱーくしてぃしんかわさきにしにばんがいかんりくみあい,－,－,71653 ㎡,所有権,8385 ㎡ ／ 44135 ㎡,２棟 － ／ 非住宅：－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,棟別建築概要を見る,,,,,,,
291,14,神奈川県,神奈川県厚木市船子1583-1,パークハイツ本厚木,パークハイツ本厚木管理組合 ぱーくはいつほんあつぎかんりくみあい,－,－,6323.36 ㎡,所有権,1698.77 ㎡ ／ 12333.66 ㎡,住宅：１１４ 戸 ／ 非住宅：０ 区画,住宅： 9825.77 ㎡ ／ 非住宅：－,鉄骨鉄筋コンクリート／ 地上１０階 、地下１階,1990年2月1日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
292,14,神奈川県,神奈川県横浜市磯子区森1-11-4,パシフィック磯子マンション,パシフィック磯子マンション管理組合 ぱしふぃっくいそごまんしょんかんりくみあい,－,－,1522.94 ㎡,所有権,1224.53 ㎡ ／ 10418.96 ㎡,住宅：１３０ 戸 ／ 非住宅：１ 区画,住宅： 7892.63 ㎡ ／ 非住宅： 62.01 ㎡ （登記簿面積）,鉄骨鉄筋コンクリート／ 地上１１階,1972年12月1日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
293,14,神奈川県,神奈川県横浜市南区真金町1-1-53,パレドール伊勢佐木町南Ⅱ,パレドール伊勢佐木町南Ⅱ管理組合 ぱれどーるいせざきちょうみなみつーかんりくみあい,管理組合の自己紹介を見る,－,350.89 ㎡,所有権,202.25 ㎡ ／ 1588.22 ㎡,住宅：７２ 戸 ／ 非住宅：１ 区画,住宅： 1252.78 ㎡ ／ 非住宅：－ （壁芯面積）,鉄骨鉄筋コンクリート／ 地上１１階 、地下１階,1992年8月24日,なし,あり,１基,なし,なし,VDSL方式,CATV、BS,あり,あり,なし,－,－,－,－,－,－,株式会社ニッテイ,株式会社トロワ企画,株式会社トロワ企画,東海興業株式会社
294,14,神奈川県,神奈川県横浜市都筑区桜並木20-32,ヒルズアスパイア,ヒルズアスパイア管理組合 ひるずあすぱいあかんりくみあい,管理組合の自己紹介を見る,－,9573.69 ㎡,所有権,2485.56 ㎡ ／ 12794.67 ㎡,５棟 住宅：１２０ 戸 ／ 非住宅：０ 区画,,,,あり,あり,,平置式：５台、機械式：１２０台,自転車：１５３台,FTTH方式、VDSL方式、CATV方式,BS、地上波デジタル,あり,なし,なし,－,開口部（断熱サッシ）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,－,－,－,棟別建築概要を見る,,,
295,14,神奈川県,神奈川県横浜市神奈川区西寺尾4-24-1,ヒルズ寺尾,ヒルズ寺尾管理組合 ひるずてらおかんりくみあい,管理組合の自己紹介を見る,－,6561.04 ㎡,所有権,2379.65 ㎡ ／ 10243.29 ㎡,住宅：９９ 戸 ／ 非住宅：－,住宅： 8365.61 ㎡ ／ 非住宅： 399.05 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上７階,1982年5月31日,あり,あり,２基,平置式：２３台、機械式：２５台,自転車：１１０台／バイク：５６台,FTTH方式,CS、BS、地上波デジタル,あり,なし,なし,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： －,－,－,－,株式会社藤倉レック、創和エステイト株式会社,㈱AIU建築設計事務所,不明,㈱熊谷組
296,14,神奈川県,神奈川県海老名市中央1-2-6,ビナマークスウエスト,ビナマークスウエスト管理組合 びなまーくすうえすとかんりくみあい,－,－,3919.8 ㎡,所有権,1423.07 ㎡ ／ 20932.24 ㎡,住宅：１８４ 戸 ／ 非住宅：－,住宅： 14366.3 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上２２階 、地下１階,2004年6月22日,あり,あり,３基,平置式：５台、機械式：１７９台,自転車：１８６台／バイク：１７台,VDSL方式,CATV,あり,あり,あり,免震構造,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,小田急電鉄株式会社,鹿島建設㈱・小田急建設㈱ 設計共同企業体,鹿島建設㈱・小田急建設㈱ 設計共同企業体,鹿島・小田急・東急 設計共同企業体
297,14,神奈川県,神奈川県厚木市旭町5-33-18,ファミリィハウス厚木,ファミリィハウス厚木管理組合 ふぁみりぃはうすあつぎかんりくみあい,管理組合の自己紹介を見る,－,2236.33 ㎡,所有権,1004.04 ㎡ ／ 4681.79 ㎡,住宅：５１ 戸 ／ 非住宅：４ 区画,住宅： 3577 ㎡ ／ 非住宅： 304.21 ㎡ （登記簿面積）,鉄筋コンクリート／ 地上６階,1979年4月10日,なし,あり,１基,平置式：１８台,自転車：６０台／バイク：７台,なし,BS,あり,－,なし,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： －,－,－,－,安藤建設株式会社,安藤建設株式会社,安藤建設株式会社,安藤建設株式会社
298,14,神奈川県,神奈川県相模原市淵野辺本町1-22,フェアロージュ淵野辺,フェアロージュ淵野辺管理組合 ふぇあろーじゅふちのべかんりくみあい,－,－,14550.84 ㎡,所有権,4475.18 ㎡ ／ 12197.33 ㎡,６棟 住宅：１３８ 戸 ／ 非住宅：－,,,,あり,あり,,平置式：２４台、機械式：７５台,自転車：２４９台／バイク：２７台,VDSL方式,CATV、BS,なし,なし,なし,－,－,－,－,－,－,棟別建築概要を見る,,,
299,14,神奈川県,神奈川県相模原市南区上鶴間本町6-13-14,フローレンスパレス相模大野,フローレンスパレス相模大野管理組合 ふろーれんすぱれすさがみおおのかんりくみあい,－,－,1216.08 ㎡,所有権,587.11 ㎡ ／ 2172.07 ㎡,住宅：３８ 戸 ／ 非住宅：２ 区画,住宅： 2032.67 ㎡ ／ 非住宅： 139.4 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上６階 、地下１階,1994年8月11日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
300,14,神奈川県,神奈川県横須賀市船越町6丁目47番,プリンスハイツガーデン湘南船越,プリンスハイツガーデン湘南船越管理組合 ぷりんすはいつがーでんしょうなんふなこしかんりくみあい,管理組合の自己紹介を見る,－,15015.06 ㎡,所有権,4380.1 ㎡ ／ 22497.44 ㎡,７棟 住宅：２５７ 戸 ／ 非住宅：０ 区画,,,,あり,あり,,平置式：１１台、機械式：２４６台,自転車：４１３台,VDSL方式,CATV、CS、BS、地上波デジタル,－,あり,あり,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,棟別建築概要を見る,,,
301,14,神奈川県,神奈川県横浜市都筑区葛が谷5-19,プレミスト港北サウスヒルズ,ぷれみすとこうほくさうすひるずかんりくみあい プレミスト港北サウスヒルズ管理組合,9月,－,4139.66 ㎡,所有権,2144.23 ㎡ ／ 7570.21 ㎡,住宅：８４ 戸 ／ 非住宅：１ 区画,住宅： 6415.3 ㎡ ／ 非住宅： 94.36 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上５階,2008年8月12日,なし,あり,２基,平置式：2台、機械式：84台,自転車：１３０台／バイク：１０台,VDSL方式,CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： － 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,意匠：(株)嘉環境建築設計 構造：(株)セザコ建築構造設計事務所,(株)嘉環境建築設計,西松・小田急建設共同体,
302,14,神奈川県,神奈川県藤沢市円行二丁目26-14,プレミスト湘南台スパークルレジデンス,ぷれみすとしょうなんだいすぱーくるれじでんすかんりくみあい プレミスト湘南台スパークルレジデンス管理組合,6月,－,2119.04 ㎡,所有権,1310.44 ㎡ ／ 4620.49 ㎡,住宅：５４ 戸 ／ 非住宅：－,住宅： 3972.86 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上４階 、地下１階,2009年6月15日,あり,あり,１基,平置式：2台、機械式：48台,自転車：８１台／バイク：４台,構内LAN方式,CATV、CS、BS、地上波デジタル,あり,－,－,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,意匠：（株）嘉環境建築設計、構造：（株）SE建築研究所,（株）嘉環境建築設計、（株）SE建築研究所,日本国土開発（株）,,,
303,14,神奈川県,神奈川県横浜市戸塚区品濃町562番地4,プレミスト東戸塚,ぷれみすとひがしとつかかんりくみあい プレミスト東戸塚管理組合,3月,－,2626.5 ㎡,所有権,1133.31 ㎡ ／ 6276.21 ㎡,住宅：６６ 戸 ／ 非住宅：－,住宅： 5144.59 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上７階 、地下１階,2009年2月15日,なし,あり,１基,機械式：66台,自転車：８２台／バイク：４台,VDSL方式、構内LAN方式,CS、BS、地上波デジタル,あり,あり,あり,－,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： あり,あり,あり,大和ハウス工業株式会社,意匠：(株)明建築設計事務所、構造：(株)セブテック建築研究所,(株)明建築設計事務所、(株)セブテック建築研究所,(株)熊谷組,
304,14,神奈川県,神奈川県川崎市幸区遠藤町58番地,ポレスター川崎,ポレスター川崎管理組合 ぽれすたーかわさきかんりくみあい,－,－,5001.64 ㎡,所有権,2246.49 ㎡ ／ 11131.21 ㎡,住宅：１２９ 戸 ／ 非住宅：０ 区画,住宅： 9631.31 ㎡ ／ 非住宅： 0 ㎡ （登記簿面積）,鉄筋コンクリート／ 地上７階,2011年1月1日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
305,14,神奈川県,神奈川県川崎市多摩区西生田4-19-17,マイキャッスル生田,マイキャッスル生田管理組合 まいきゃっするいくたかんりくみあい,管理組合の自己紹介を見る,－,9190 ㎡,所有権,3357.95 ㎡ ／ 10063.57 ㎡,住宅：９６ 戸 ／ 非住宅：－,住宅： 7595.96 ㎡ ／ 非住宅：－ （壁芯面積）,鉄筋コンクリート／ 地上５階 、地下１階,2003年3月25日,あり,あり,１基,平置式：３６台、機械式：３０台,自転車：９６台／バイク：１２台,VDSL方式,CATV、BS,あり,あり,あり,－,開口部（複層ガラス）,階段の手摺： あり 、廊下の手摺： あり 、車イス用スロープ： －,－,－,－,山田建設株式会社,㈱白澤建築事務所,㈱白澤建築事務所,山田建設㈱
306,14,神奈川県,神奈川県横浜市緑区長津田2-34-6,ライム長津田,ライム長津田管理組合 らいむながつたかんりくみあい,－,－,13484.03 ㎡,所有権,5327.89 ㎡ ／ 21029.57 ㎡,３棟 － ／ 非住宅：－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,棟別建築概要を見る,,,,,,,
307,14,神奈川県,神奈川県横浜市金沢区大川7丁目9番,レイディアントシティ横濱カルティエ９,レイディアントシティ横濱カルティエ９管理組合 れいでぃあんとしてぃよこはまかるてぃえきゅうかんりくみあい,管理組合の自己紹介を見る,－,10691.63 ㎡,所有権,2427.31 ㎡ ／ 18783.73 ㎡,住宅：１４６ 戸 ／ 非住宅：１ 区画,住宅： 14364.7 ㎡ ／ 非住宅： 98.4 ㎡ （壁芯面積）,鉄筋コンクリート／ 地上１０階,2005年9月25日,あり,あり,３基,平置式：５台、機械式：１４６台,自転車：１４６台／バイク：３０台,FTTH方式,CATV、CS、BS、地上波デジタル,あり,あり,あり,－,－,階段の手摺： － 、廊下の手摺： － 、車イス用スロープ： あり,－,－,－,日本綜合地所株式会社,（株）嘉環境建築設計,－,（株）さとうベネック東京支社
308,14,神奈川県,神奈川県横浜市栄区小菅ケ谷2-1-1,レイディアントシティ本郷台,レイディアントシティ本郷台管理組合 れいでぃあんとしてぃほんごうだいかんりくみあい,－,－,12469.58 ㎡,所有権,3857.68 ㎡ ／ 34498.57 ㎡,住宅：２７４ 戸 ／ 非住宅：－,住宅： 22080.59 ㎡ ／ 非住宅：－ （登記簿面積）,鉄筋コンクリート／ 地上１３階 、地下１階,2008年7月25日,あり,あり,４基,平置式：１４台、機械式：２６１台,自転車：５４８台／バイク：７１台,構内LAN方式,CATV、CS、BS,あり,あり,あり,－,－,階段の手摺： あり 、廊下の手摺： － 、車イス用スロープ： あり,あり,あり,－,日本綜合地所株式会社,安藤建設株式会社,安藤建設株式会社,安藤建設株式会社
309,14,神奈川県,神奈川県川崎市中原区新丸子東1-784-2,ヴィザージュ新丸子,ヴィザージュ新丸子管理会社 ヴぃざーじゅしんまるこかんりくみあい,－,－,315.04 ㎡,所有権,194.48 ㎡ ／ 1027.32 ㎡,住宅：３４ 戸 ／ 非住宅：０ 区画,住宅： 845.86 ㎡ ／ 非住宅：－,鉄骨鉄筋コンクリート／ 地上７階 、地下１階,1992年6月1日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
310,14,神奈川県,神奈川県相模原市中央区相模原3-3-5,ヴェルディーク相模原駅前,ヴェルディーク相模原駅前管理組合 う゛ぇるでぃーくさがみはらえきまえかんりくみあい,－,－,328.12 ㎡,所有権,164.53 ㎡ ／ 1896.9 ㎡,住宅：２４ 戸 ／ 非住宅：－,住宅： 1506.12 ㎡ ／ 非住宅：－ （登記簿面積）,鉄筋コンクリート／ 地上１３階,2009年2月1日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
311,14,神奈川県,神奈川県横浜市磯子区森1-14-6,磯子センチュリーマンション,磯子センチュリーマンション管理組合 いそごせんちゅりーまんしょんかんりくみあい,－,－,5314.99 ㎡,所有権,3255.89 ㎡ ／ 32694.02 ㎡,住宅：３７０ 戸 ／ 非住宅：１ 区画,住宅： 25846.46 ㎡ ／ 非住宅： 49.5 ㎡ （登記簿面積）,鉄筋コンクリート／ 地上１１階,1977年9月30日,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－
312,14,神奈川県,神奈川県横浜市磯子区磯子5丁目7-1,磯子レインボーハイツ,磯子レインボーハイツ団地管理組合 いそごれいんぼーはいつだんちかんりくみあい,－,－,50695.72 ㎡,所有権,31832.14 ㎡ ／ 29021.48 ㎡,２７棟 － ／ 非住宅：－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,棟別建築概要を見る,,,,,,,
